season,match_week,team_id,team_name,position,played,won,drawn,lost,goals_for,goals_against,goal_difference,points,home_played,home_won,home_drawn,home_lost,home_goals_for,home_goals_against,home_goal_difference,home_points,away_played,away_won,away_drawn,away_lost,away_goals_for,away_goals_against,away_goal_difference,away_points,annotation_types,annotation_destinations,stadium_name,stadium_city
2017/18,33,26,Leicester City,8,32,11,10,11,48,45,3,43,16,6,5,5,22,19,3,23,16,5,5,6,26,26,0,20,,,King Power Stadium,Leicester
2017/18,33,7,Everton,9,33,11,8,14,38,53,-15,41,17,9,3,5,26,21,5,30,16,2,5,9,12,32,-20,11,,,Goodison Park,Liverpool
2017/18,33,23,Newcastle United,10,32,10,8,14,33,41,-8,38,16,6,4,6,16,15,1,22,16,4,4,8,17,26,-9,16,,,St. James' Park,Newcastle
2017/18,33,127,Bournemouth,11,33,9,11,13,41,53,-12,38,17,6,5,6,25,28,-3,23,16,3,6,7,16,25,-9,15,,,Vitality Stadium,Bournemouth
2017/18,33,33,Watford,12,33,10,7,16,42,59,-17,37,17,6,5,6,25,30,-5,23,16,4,2,10,17,29,-12,14,,,Vicarage Road,Watford
2017/18,33,131,Brighton & Hove Albion,13,32,8,11,13,29,43,-14,35,17,6,7,4,22,24,-2,25,15,2,4,9,7,19,-12,10,,,AMEX Stadium,Falmer
2017/18,33,25,West Ham United,14,32,8,10,14,40,58,-18,34,15,6,4,5,19,20,-1,22,17,2,6,9,21,38,-17,12,,,London Stadium,London
2017/18,33,45,Swansea City,15,32,8,8,16,26,45,-19,32,15,6,2,7,15,19,-4,20,17,2,6,9,11,26,-15,12,,,Liberty Stadium,Swansea
2017/18,33,159,Huddersfield Town,16,33,8,8,17,26,54,-28,32,16,5,5,6,15,22,-7,20,17,3,3,11,11,32,-21,12,,,John Smith's Stadium,Huddersfield
2017/18,33,6,Crystal Palace,17,33,7,10,16,33,52,-19,31,16,4,5,7,19,25,-6,17,17,3,5,9,14,27,-13,14,,,Selhurst Park,London
2017/18,33,20,Southampton,18,32,5,13,14,31,50,-19,28,16,3,7,6,16,21,-5,16,16,2,6,8,15,29,-14,12,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,33,42,Stoke City,19,33,6,9,18,30,63,-33,27,17,5,4,8,18,27,-9,19,16,1,5,10,12,36,-24,8,R,EN_CH,Britannia Stadium,Stoke
2017/18,33,36,West Bromwich Albion,20,33,3,12,18,26,52,-26,21,17,2,8,7,18,27,-9,14,16,1,4,11,8,25,-17,7,R,EN_CH,The Hawthorns,West Bromwich
2017/18,34,11,Manchester City,1,33,28,3,2,93,25,68,87,16,14,1,1,53,13,40,43,17,14,2,1,40,12,28,44,Q,EU_CL,Etihad Stadium,Manchester
2017/18,34,12,Manchester United,2,34,23,5,6,65,26,39,74,17,13,2,2,35,8,27,41,17,10,3,4,30,18,12,33,Q,EU_CL,Old Trafford,Manchester
2017/18,34,10,Liverpool,3,34,20,10,4,78,35,43,70,17,11,6,0,41,10,31,39,17,9,4,4,37,25,12,31,Q,EU_CL,Anfield,Liverpool
2017/18,34,21,Tottenham Hotspur,4,34,20,8,6,66,31,35,68,16,10,4,2,32,12,20,34,18,10,4,4,34,19,15,34,Q,EU_CL,Wembley Stadium,London
2017/18,34,4,Chelsea,5,34,19,6,9,59,34,25,63,17,10,3,4,28,15,13,33,17,9,3,5,31,19,12,30,Q,EU_EL,Stamford Bridge,London
2017/18,34,1,Arsenal,6,33,16,6,11,62,45,17,54,17,13,2,2,45,19,26,41,16,3,4,9,17,26,-9,13,,,Emirates Stadium,London
2017/18,34,43,Burnley,7,34,14,10,10,34,31,3,52,17,7,4,6,15,15,0,25,17,7,6,4,19,16,3,27,,,Turf Moor,Burnley
2017/18,34,26,Leicester City,8,34,11,11,12,49,47,2,44,17,6,6,5,22,19,3,24,17,5,5,7,27,28,-1,20,,,King Power Stadium,Leicester
2017/18,34,7,Everton,9,34,11,9,14,39,54,-15,42,17,9,3,5,26,21,5,30,17,2,6,9,13,33,-20,12,,,Goodison Park,Liverpool
2017/18,34,23,Newcastle United,10,33,11,8,14,35,42,-7,41,17,7,4,6,18,16,2,25,16,4,4,8,17,26,-9,16,,,St. James' Park,Newcastle
2017/18,34,127,Bournemouth,11,35,9,11,15,41,58,-17,38,18,6,5,7,25,30,-5,23,17,3,6,8,16,28,-12,15,,,Vitality Stadium,Bournemouth
2017/18,34,33,Watford,12,34,10,7,17,42,60,-18,37,17,6,5,6,25,30,-5,23,17,4,2,11,17,30,-13,14,,,Vicarage Road,Watford
2017/18,34,131,Brighton & Hove Albion,13,34,8,12,14,32,47,-15,36,18,6,8,4,23,25,-2,26,16,2,4,10,9,22,-13,10,,,AMEX Stadium,Falmer
2017/18,34,25,West Ham United,14,33,8,11,14,41,59,-18,35,16,6,5,5,20,21,-1,23,17,2,6,9,21,38,-17,12,,,London Stadium,London
2017/18,34,159,Huddersfield Town,15,34,9,8,17,27,54,-27,35,17,6,5,6,16,22,-6,23,17,3,3,11,11,32,-21,12,,,John Smith's Stadium,Huddersfield
2017/18,34,6,Crystal Palace,16,34,8,10,16,36,54,-18,34,17,5,5,7,22,27,-5,20,17,3,5,9,14,27,-13,14,,,Selhurst Park,London
2017/18,34,45,Swansea City,17,33,8,9,16,27,46,-19,33,16,6,3,7,16,20,-4,21,17,2,6,9,11,26,-15,12,,,Liberty Stadium,Swansea
2017/18,34,20,Southampton,18,34,5,14,15,33,53,-20,29,17,3,7,7,18,24,-6,16,17,2,7,8,15,29,-14,13,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,34,42,Stoke City,19,34,6,10,18,31,64,-33,28,17,5,4,8,18,27,-9,19,17,1,6,10,13,37,-24,9,R,EN_CH,Britannia Stadium,Stoke
2017/18,34,36,West Bromwich Albion,20,34,4,12,18,27,52,-25,24,17,2,8,7,18,27,-9,14,17,2,4,11,9,25,-16,10,R,EN_CH,The Hawthorns,West Bromwich
2017/18,35,11,Manchester City,1,34,29,3,2,98,25,73,90,17,15,1,1,58,13,45,46,17,14,2,1,40,12,28,44,Q,EU_CL,Etihad Stadium,Manchester
2017/18,35,12,Manchester United,2,34,23,5,6,65,26,39,74,17,13,2,2,35,8,27,41,17,10,3,4,30,18,12,33,Q,EU_CL,Old Trafford,Manchester
2017/18,35,10,Liverpool,3,35,20,11,4,80,37,43,71,17,11,6,0,41,10,31,39,18,9,5,4,39,27,12,32,Q,EU_CL,Anfield,Liverpool
2017/18,35,21,Tottenham Hotspur,4,34,20,8,6,66,31,35,68,16,10,4,2,32,12,20,34,18,10,4,4,34,19,15,34,Q,EU_CL,Wembley Stadium,London
2017/18,35,4,Chelsea,5,34,19,6,9,59,34,25,63,17,10,3,4,28,15,13,33,17,9,3,5,31,19,12,30,Q,EU_EL,Stamford Bridge,London
2017/18,35,1,Arsenal,6,34,17,6,11,66,46,20,57,18,14,2,2,49,20,29,44,16,3,4,9,17,26,-9,13,,,Emirates Stadium,London
2017/18,35,43,Burnley,7,35,14,11,10,35,32,3,53,17,7,4,6,15,15,0,25,18,7,7,4,20,17,3,28,,,Turf Moor,Burnley
2017/18,35,7,Everton,8,35,12,9,14,40,54,-14,45,18,10,3,5,27,21,6,33,17,2,6,9,13,33,-20,12,,,Goodison Park,Liverpool
2017/18,35,26,Leicester City,9,34,11,11,12,49,47,2,44,17,6,6,5,22,19,3,24,17,5,5,7,27,28,-1,20,,,King Power Stadium,Leicester
2017/18,35,23,Newcastle United,10,34,11,8,15,35,43,-8,41,17,7,4,6,18,16,2,25,17,4,4,9,17,27,-10,16,,,St. James' Park,Newcastle
2017/18,35,127,Bournemouth,11,35,9,11,15,41,58,-17,38,18,6,5,7,25,30,-5,23,17,3,6,8,16,28,-12,15,,,Vitality Stadium,Bournemouth
2017/18,35,33,Watford,12,35,10,8,17,42,60,-18,38,18,6,6,6,25,30,-5,24,17,4,2,11,17,30,-13,14,,,Vicarage Road,Watford
2017/18,35,131,Brighton & Hove Albion,13,34,8,12,14,32,47,-15,36,18,6,8,4,23,25,-2,26,16,2,4,10,9,22,-13,10,,,AMEX Stadium,Falmer
2017/18,35,6,Crystal Palace,14,35,8,11,16,36,54,-18,35,17,5,5,7,22,27,-5,20,18,3,6,9,14,27,-13,15,,,Selhurst Park,London
2017/18,35,25,West Ham United,15,34,8,11,15,42,63,-21,35,16,6,5,5,20,21,-1,23,18,2,6,10,22,42,-20,12,,,London Stadium,London
2017/18,35,159,Huddersfield Town,16,34,9,8,17,27,54,-27,35,17,6,5,6,16,22,-6,23,17,3,3,11,11,32,-21,12,,,John Smith's Stadium,Huddersfield
2017/18,35,45,Swansea City,17,34,8,9,17,27,51,-24,33,16,6,3,7,16,20,-4,21,18,2,6,10,11,31,-20,12,,,Liberty Stadium,Swansea
2017/18,35,20,Southampton,18,34,5,14,15,33,53,-20,29,17,3,7,7,18,24,-6,16,17,2,7,8,15,29,-14,13,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,35,42,Stoke City,19,35,6,11,18,32,65,-33,29,18,5,5,8,19,28,-9,20,17,1,6,10,13,37,-24,9,R,EN_CH,Britannia Stadium,Stoke
2017/18,35,36,West Bromwich Albion,20,35,4,13,18,29,54,-25,25,18,2,9,7,20,29,-9,15,17,2,4,11,9,25,-16,10,R,EN_CH,The Hawthorns,West Bromwich
2017/18,36,11,Manchester City,1,35,30,3,2,102,26,76,93,17,15,1,1,58,13,45,46,18,15,2,1,44,13,31,47,Q,EU_CL,Etihad Stadium,Manchester
2017/18,36,12,Manchester United,2,35,24,5,6,67,27,40,77,18,14,2,2,37,9,28,44,17,10,3,4,30,18,12,33,Q,EU_CL,Old Trafford,Manchester
2017/18,36,10,Liverpool,3,36,20,12,4,80,37,43,72,18,11,7,0,41,10,31,40,18,9,5,4,39,27,12,32,Q,EU_CL,Anfield,Liverpool
2017/18,36,21,Tottenham Hotspur,4,35,21,8,6,68,31,37,71,17,11,4,2,34,12,22,37,18,10,4,4,34,19,15,34,Q,EU_CL,Wembley Stadium,London
2017/18,36,4,Chelsea,5,35,20,6,9,60,34,26,66,17,10,3,4,28,15,13,33,18,10,3,5,32,19,13,33,Q,EU_EL,Stamford Bridge,London
2017/18,36,1,Arsenal,6,35,17,6,12,67,48,19,57,18,14,2,2,49,20,29,44,17,3,4,10,18,28,-10,13,,,Emirates Stadium,London
2017/18,36,43,Burnley,7,36,14,12,10,35,32,3,54,18,7,5,6,15,15,0,26,18,7,7,4,20,17,3,28,,,Turf Moor,Burnley
2017/18,36,7,Everton,8,36,13,9,14,42,54,-12,48,18,10,3,5,27,21,6,33,18,3,6,9,15,33,-18,15,,,Goodison Park,Liverpool
2017/18,36,26,Leicester City,9,35,11,11,13,49,52,-3,44,17,6,6,5,22,19,3,24,18,5,5,8,27,33,-6,20,,,King Power Stadium,Leicester
2017/18,36,23,Newcastle United,10,35,11,8,16,35,44,-9,41,18,7,4,7,18,17,1,25,17,4,4,9,17,27,-10,16,,,St. James' Park,Newcastle
2017/18,36,6,Crystal Palace,11,36,9,11,16,41,54,-13,38,18,6,5,7,27,27,0,23,18,3,6,9,14,27,-13,15,,,Selhurst Park,London
2017/18,36,127,Bournemouth,12,36,9,11,16,42,60,-18,38,18,6,5,7,25,30,-5,23,18,3,6,9,17,30,-13,15,,,Vitality Stadium,Bournemouth
2017/18,36,33,Watford,13,36,10,8,18,42,62,-20,38,18,6,6,6,25,30,-5,24,18,4,2,12,17,32,-15,14,,,Vicarage Road,Watford
2017/18,36,131,Brighton & Hove Albion,14,35,8,13,14,32,47,-15,37,18,6,8,4,23,25,-2,26,17,2,5,10,9,22,-13,11,,,AMEX Stadium,Falmer
2017/18,36,25,West Ham United,15,35,8,11,16,43,67,-24,35,17,6,5,6,21,25,-4,23,18,2,6,10,22,42,-20,12,,,London Stadium,London
2017/18,36,159,Huddersfield Town,16,35,9,8,18,27,56,-29,35,18,6,5,7,16,24,-8,23,17,3,3,11,11,32,-21,12,,,John Smith's Stadium,Huddersfield
2017/18,36,45,Swansea City,17,35,8,9,18,27,52,-25,33,17,6,3,8,16,21,-5,21,18,2,6,10,11,31,-20,12,,,Liberty Stadium,Swansea
2017/18,36,20,Southampton,18,35,6,14,15,35,54,-19,32,18,4,7,7,20,25,-5,19,17,2,7,8,15,29,-14,13,R,EN_CH,St. Mary's Stadium,Southampton
2017/18,36,42,Stoke City,19,36,6,12,18,32,65,-33,30,18,5,5,8,19,28,-9,20,18,1,7,10,13,37,-24,10,R,EN_CH,Britannia Stadium,Stoke
2017/18,36,36,West Bromwich Albion,20,36,5,13,18,30,54,-24,28,18,2,9,7,20,29,-9,15,18,3,4,11,10,25,-15,13,R,EN_CH,The Hawthorns,West Bromwich
2017/18,37,11,Manchester City,1,37,31,4,2,105,27,78,97,19,16,2,1,61,14,47,50,18,15,2,1,44,13,31,47,Q,EU_CL,Etihad Stadium,Manchester
2017/18,37,12,Manchester United,2,37,24,6,7,67,28,39,78,18,14,2,2,37,9,28,44,19,10,4,5,30,19,11,34,Q,EU_CL,Old Trafford,Manchester
2017/18,37,21,Tottenham Hotspur,3,37,22,8,7,69,32,37,74,18,12,4,2,35,12,23,40,19,10,4,5,34,20,14,34,Q,EU_CL,Wembley Stadium,London
2017/18,37,10,Liverpool,4,37,20,12,5,80,38,42,72,18,11,7,0,41,10,31,40,19,9,5,5,39,28,11,32,Q,EU_CL,Anfield,Liverpool
2017/18,37,4,Chelsea,5,37,21,7,9,62,35,27,70,19,11,4,4,30,16,14,37,18,10,3,5,32,19,13,33,Q,EU_EL,Stamford Bridge,London
2017/18,37,1,Arsenal,6,37,18,6,13,73,51,22,60,19,15,2,2,54,20,34,47,18,3,4,11,19,31,-12,13,,,Emirates Stadium,London
2017/18,37,43,Burnley,7,37,14,12,11,35,37,-2,54,18,7,5,6,15,15,0,26,19,7,7,5,20,22,-2,28,,,Turf Moor,Burnley
2017/18,37,7,Everton,8,37,13,10,14,43,55,-12,49,19,10,4,5,28,22,6,34,18,3,6,9,15,33,-18,15,,,Goodison Park,Liverpool
2017/18,37,26,Leicester City,9,37,12,11,14,52,55,-3,47,19,7,6,6,25,22,3,27,18,5,5,8,27,33,-6,20,,,King Power Stadium,Leicester
2017/18,37,23,Newcastle United,10,37,11,8,18,36,47,-11,41,18,7,4,7,18,17,1,25,19,4,4,11,18,30,-12,16,,,St. James' Park,Newcastle
2017/18,37,6,Crystal Palace,11,37,10,11,16,43,55,-12,41,18,6,5,7,27,27,0,23,19,4,6,9,16,28,-12,18,,,Selhurst Park,London
2017/18,37,127,Bournemouth,12,37,10,11,16,43,60,-17,41,19,7,5,7,26,30,-4,26,18,3,6,9,17,30,-13,15,,,Vitality Stadium,Bournemouth
2017/18,37,33,Watford,13,37,11,8,18,44,63,-19,41,19,7,6,6,27,31,-4,27,18,4,2,12,17,32,-15,14,,,Vicarage Road,Watford
2017/18,37,131,Brighton & Hove Albion,14,37,9,13,15,34,50,-16,40,19,7,8,4,24,25,-1,29,18,2,5,11,10,25,-15,11,,,AMEX Stadium,Falmer
2017/18,37,25,West Ham United,15,37,9,12,16,45,67,-22,39,18,6,6,6,21,25,-4,24,19,3,6,10,24,42,-18,15,,,London Stadium,London
2017/18,37,159,Huddersfield Town,16,37,9,10,18,28,57,-29,37,18,6,5,7,16,24,-8,23,19,3,5,11,12,33,-21,14,,,John Smith's Stadium,Huddersfield
2017/18,37,20,Southampton,17,37,7,15,15,37,55,-18,36,18,4,7,7,20,25,-5,19,19,3,8,8,17,30,-13,17,,,St. Mary's Stadium,Southampton
2017/18,37,45,Swansea City,18,37,8,9,20,27,54,-27,33,18,6,3,9,16,22,-6,21,19,2,6,11,11,32,-21,12,R,EN_CH,Liberty Stadium,Swansea
2017/18,37,36,West Bromwich Albion,19,37,6,13,18,31,54,-23,31,19,3,9,7,21,29,-8,18,18,3,4,11,10,25,-15,13,R,EN_CH,The Hawthorns,West Bromwich
2017/18,37,42,Stoke City,20,37,6,12,19,33,67,-34,30,19,5,5,9,20,30,-10,20,18,1,7,10,13,37,-24,10,R,EN_CH,Britannia Stadium,Stoke
2017/18,38,11,Manchester City,1,38,32,4,2,106,27,79,100,19,16,2,1,61,14,47,50,19,16,2,1,45,13,32,50,Q,EU_CL,Etihad Stadium,Manchester
2017/18,38,12,Manchester United,2,38,25,6,7,68,28,40,81,19,15,2,2,38,9,29,47,19,10,4,5,30,19,11,34,Q,EU_CL,Old Trafford,Manchester
2017/18,38,21,Tottenham Hotspur,3,38,23,8,7,74,36,38,77,19,13,4,2,40,16,24,43,19,10,4,5,34,20,14,34,Q,EU_CL,Wembley Stadium,London
2017/18,38,10,Liverpool,4,38,21,12,5,84,38,46,75,19,12,7,0,45,10,35,43,19,9,5,5,39,28,11,32,Q,EU_CL,Anfield,Liverpool
2017/18,38,4,Chelsea,5,38,21,7,10,62,38,24,70,19,11,4,4,30,16,14,37,19,10,3,6,32,22,10,33,Q,EU_EL,Stamford Bridge,London
2017/18,38,1,Arsenal,6,38,19,6,13,74,51,23,63,19,15,2,2,54,20,34,47,19,4,4,11,20,31,-11,16,,,Emirates Stadium,London
2017/18,38,43,Burnley,7,38,14,12,12,36,39,-3,54,19,7,5,7,16,17,-1,26,19,7,7,5,20,22,-2,28,,,Turf Moor,Burnley
2017/18,38,7,Everton,8,38,13,10,15,44,58,-14,49,19,10,4,5,28,22,6,34,19,3,6,10,16,36,-20,15,,,Goodison Park,Liverpool
2017/18,38,26,Leicester City,9,38,12,11,15,56,60,-4,47,19,7,6,6,25,22,3,27,19,5,5,9,31,38,-7,20,,,King Power Stadium,Leicester
2017/18,38,23,Newcastle United,10,38,12,8,18,39,47,-8,44,19,8,4,7,21,17,4,28,19,4,4,11,18,30,-12,16,,,St. James' Park,Newcastle
2017/18,38,6,Crystal Palace,11,38,11,11,16,45,55,-10,44,19,7,5,7,29,27,2,26,19,4,6,9,16,28,-12,18,,,Selhurst Park,London
2017/18,38,127,Bournemouth,12,38,11,11,16,45,61,-16,44,19,7,5,7,26,30,-4,26,19,4,6,9,19,31,-12,18,,,Vitality Stadium,Bournemouth
2017/18,38,25,West Ham United,13,38,10,12,16,48,68,-20,42,19,7,6,6,24,26,-2,27,19,3,6,10,24,42,-18,15,,,London Stadium,London
2017/18,38,33,Watford,14,38,11,8,19,44,64,-20,41,19,7,6,6,27,31,-4,27,19,4,2,13,17,33,-16,14,,,Vicarage Road,Watford
2017/18,38,131,Brighton & Hove Albion,15,38,9,13,16,34,54,-20,40,19,7,8,4,24,25,-1,29,19,2,5,12,10,29,-19,11,,,AMEX Stadium,Falmer
2017/18,38,159,Huddersfield Town,16,38,9,10,19,28,58,-30,37,19,6,5,8,16,25,-9,23,19,3,5,11,12,33,-21,14,,,John Smith's Stadium,Huddersfield
2017/18,38,20,Southampton,17,38,7,15,16,37,56,-19,36,19,4,7,8,20,26,-6,19,19,3,8,8,17,30,-13,17,,,St. Mary's Stadium,Southampton
2017/18,38,45,Swansea City,18,38,8,9,21,28,56,-28,33,19,6,3,10,17,24,-7,21,19,2,6,11,11,32,-21,12,R,EN_CH,Liberty Stadium,Swansea
2017/18,38,42,Stoke City,19,38,7,12,19,35,68,-33,33,19,5,5,9,20,30,-10,20,19,2,7,10,15,38,-23,13,R,EN_CH,Britannia Stadium,Stoke
2017/18,38,36,West Bromwich Albion,20,38,6,13,19,31,56,-25,31,19,3,9,7,21,29,-8,18,19,3,4,12,10,27,-17,13,R,EN_CH,The Hawthorns,West Bromwich
